txn_uid,business_date,txn_ref,amount_minor,currency,side,source_system,event_ts
INT-0000744,2026-07-06,M005-c8dbb4c5,116246,JPY,DEBIT,INTERNAL,2026-07-06 03:27:35
INT-0000745,2026-07-06,M012-9e90b0af,82040,USD,DEBIT,INTERNAL,2026-07-06 01:21:18
INT-0000746,2026-07-06,M005-5dfafffa,396054,JPY,DEBIT,INTERNAL,2026-07-06 20:27:45
INT-0000747,2026-07-06,M007-03cbd192,357481,JPY,DEBIT,INTERNAL,2026-07-06 13:44:27
INT-0000748,2026-07-06,M019-1ed3646f,190081,EUR,DEBIT,INTERNAL,2026-07-06 14:43:20
INT-0000749,2026-07-06,M012-df7571ca,422401,JPY,DEBIT,INTERNAL,2026-07-06 16:39:28
INT-0000750,2026-07-06,M007-38709027,439382,GBP,DEBIT,INTERNAL,2026-07-06 17:58:15
INT-0000751,2026-07-06,M013-e7bd9ba4,205006,JPY,DEBIT,INTERNAL,2026-07-06 14:12:58
INT-0000752,2026-07-06,M002-94cf783e,42319,EUR,DEBIT,INTERNAL,2026-07-06 20:22:09
INT-0000753,2026-07-06,M006-8511a8b6,397575,USD,DEBIT,INTERNAL,2026-07-06 13:00:22
INT-0000754,2026-07-06,M013-2dd0ddb7,17102,EUR,DEBIT,INTERNAL,2026-07-06 21:19:16
INT-0000755,2026-07-06,M020-5d4f6968,5539,EUR,DEBIT,INTERNAL,2026-07-06 22:41:59
INT-0000756,2026-07-06,M010-5e92b2ab,166703,GBP,DEBIT,INTERNAL,2026-07-06 19:15:34
INT-0000757,2026-07-06,M018-df341aa2,153202,EUR,DEBIT,INTERNAL,2026-07-06 01:35:40
INT-0000758,2026-07-06,M005-d12b1eaf,84612,USD,DEBIT,INTERNAL,2026-07-06 14:39:12
INT-0000759,2026-07-06,M010-bbadc62b,295786,JPY,DEBIT,INTERNAL,2026-07-06 19:28:48
INT-0000760,2026-07-06,M007-373f677f,116169,JPY,DEBIT,INTERNAL,2026-07-06 10:20:28
INT-0000761,2026-07-06,M010-ce6ef2c6,468516,GBP,DEBIT,INTERNAL,2026-07-06 10:10:30
INT-0000762,2026-07-06,M010-6cf8f891,304165,JPY,DEBIT,INTERNAL,2026-07-06 01:53:40
INT-0000763,2026-07-06,M008-2233fed3,456807,JPY,DEBIT,INTERNAL,2026-07-06 13:09:22
INT-0000764,2026-07-06,M011-2e38e107,281793,EUR,DEBIT,INTERNAL,2026-07-06 21:22:03
INT-0000765,2026-07-06,M015-3612a5c7,47835,EUR,DEBIT,INTERNAL,2026-07-06 04:31:58
INT-0000766,2026-07-06,M004-aeae08b2,449450,EUR,DEBIT,INTERNAL,2026-07-06 06:20:59
INT-0000767,2026-07-06,M001-5e53a224,444344,EUR,DEBIT,INTERNAL,2026-07-06 14:35:38
INT-0000768,2026-07-06,M016-3ad1f4c1,315123,EUR,DEBIT,INTERNAL,2026-07-06 20:09:25
INT-0000769,2026-07-06,M002-4596b72d,107533,GBP,DEBIT,INTERNAL,2026-07-06 18:42:21
INT-0000770,2026-07-06,M012-d8192419,153032,GBP,DEBIT,INTERNAL,2026-07-06 05:12:51
INT-0000771,2026-07-06,M014-93c3e0c5,169292,USD,DEBIT,INTERNAL,2026-07-06 20:19:03
INT-0000772,2026-07-06,M004-3acd6d05,35857,JPY,DEBIT,INTERNAL,2026-07-06 11:08:16
INT-0000773,2026-07-06,M020-a1091484,468122,GBP,DEBIT,INTERNAL,2026-07-06 21:58:05
INT-0000774,2026-07-06,M004-298dfe19,88824,GBP,DEBIT,INTERNAL,2026-07-06 23:20:59
INT-0000775,2026-07-06,M016-171d34b5,463776,GBP,DEBIT,INTERNAL,2026-07-06 07:22:12
INT-0000776,2026-07-06,M013-3213b6e3,234664,USD,DEBIT,INTERNAL,2026-07-06 18:24:25
INT-0000777,2026-07-06,M010-d2bd4b25,359307,JPY,DEBIT,INTERNAL,2026-07-06 19:30:57
INT-0000778,2026-07-06,M005-a16d3466,285740,JPY,DEBIT,INTERNAL,2026-07-06 03:36:17
INT-0000779,2026-07-06,M017-fc7ac1fd,323315,JPY,DEBIT,INTERNAL,2026-07-06 06:44:18
INT-0000780,2026-07-06,M004-cef1d2ca,374429,JPY,DEBIT,INTERNAL,2026-07-06 10:37:17
INT-0000781,2026-07-06,M011-ab6a14f4,40698,EUR,DEBIT,INTERNAL,2026-07-06 09:26:38
INT-0000782,2026-07-06,M002-d5930a2b,398405,USD,DEBIT,INTERNAL,2026-07-06 10:02:31
INT-0000783,2026-07-06,M011-5e854b0b,364710,GBP,DEBIT,INTERNAL,2026-07-06 03:25:22
INT-0000784,2026-07-06,M015-daded451,277807,USD,DEBIT,INTERNAL,2026-07-06 03:29:24
INT-0000785,2026-07-06,M005-2b8ea8d4,386126,GBP,DEBIT,INTERNAL,2026-07-06 11:25:05
INT-0000786,2026-07-06,M007-55901fc2,273560,JPY,DEBIT,INTERNAL,2026-07-06 05:16:54
INT-0000787,2026-07-06,M001-434cbf26,290990,EUR,DEBIT,INTERNAL,2026-07-06 13:03:25
INT-0000788,2026-07-06,M016-93830dcc,146228,JPY,DEBIT,INTERNAL,2026-07-06 11:57:11
INT-0000789,2026-07-06,M015-20a9642c,52305,JPY,DEBIT,INTERNAL,2026-07-06 20:57:02
INT-0000790,2026-07-06,M008-140968ec,113634,JPY,DEBIT,INTERNAL,2026-07-06 21:50:20
INT-0000791,2026-07-06,M019-be7d8515,149884,EUR,DEBIT,INTERNAL,2026-07-06 23:37:09
INT-0000792,2026-07-06,M019-f1b35428,121979,USD,DEBIT,INTERNAL,2026-07-06 14:06:51
INT-0000793,2026-07-06,M004-6a1a62bc,215186,EUR,DEBIT,INTERNAL,2026-07-06 22:47:19
INT-0000794,2026-07-06,M019-5caee3af,479324,EUR,DEBIT,INTERNAL,2026-07-06 11:03:57
INT-0000795,2026-07-06,M010-8cfdd2a5,98471,JPY,DEBIT,INTERNAL,2026-07-06 15:18:43
INT-0000796,2026-07-06,M015-070ce909,232881,JPY,DEBIT,INTERNAL,2026-07-06 16:10:15
INT-0000797,2026-07-06,M018-4438ce9e,28753,JPY,DEBIT,INTERNAL,2026-07-06 01:26:52
INT-0000798,2026-07-06,M003-7090bfb3,222400,USD,DEBIT,INTERNAL,2026-07-06 03:52:18
INT-0000799,2026-07-06,M020-2ec3f826,284272,GBP,DEBIT,INTERNAL,2026-07-06 12:56:04
INT-0000800,2026-07-06,M010-31436da8,395357,JPY,DEBIT,INTERNAL,2026-07-06 14:13:36
INT-0000801,2026-07-06,M018-b7ea5ebb,205453,JPY,DEBIT,INTERNAL,2026-07-06 13:22:59
INT-0000802,2026-07-06,M006-8b5ca627,284831,JPY,DEBIT,INTERNAL,2026-07-06 16:12:55
INT-0000803,2026-07-06,M019-4219d7ab,324724,JPY,DEBIT,INTERNAL,2026-07-06 04:51:34
INT-0000804,2026-07-06,M004-0dd91b6b,202179,USD,DEBIT,INTERNAL,2026-07-06 11:57:34
INT-0000805,2026-07-06,M015-0fc8db9c,421853,JPY,DEBIT,INTERNAL,2026-07-06 04:51:20
INT-0000806,2026-07-06,M004-fee9030f,7352,EUR,DEBIT,INTERNAL,2026-07-06 16:12:22
INT-0000807,2026-07-06,M002-1797d293,169195,JPY,DEBIT,INTERNAL,2026-07-06 17:13:46
INT-0000808,2026-07-06,M008-88f501ed,436917,EUR,DEBIT,INTERNAL,2026-07-06 01:06:15
INT-0000809,2026-07-06,M018-ff52e005,184977,USD,DEBIT,INTERNAL,2026-07-06 11:53:15
INT-0000810,2026-07-06,M015-eda40551,438646,EUR,DEBIT,INTERNAL,2026-07-06 18:24:09
INT-0000811,2026-07-06,M004-5c537de3,392649,USD,DEBIT,INTERNAL,2026-07-06 12:05:08
INT-0000812,2026-07-06,M005-483e76e3,174660,GBP,DEBIT,INTERNAL,2026-07-06 08:03:50
INT-0000813,2026-07-06,M003-3248d1c7,116300,EUR,DEBIT,INTERNAL,2026-07-06 01:43:03
INT-0000814,2026-07-06,M002-3ebc149d,369351,JPY,DEBIT,INTERNAL,2026-07-06 23:01:41
INT-0000815,2026-07-06,M016-98d669d7,257471,EUR,DEBIT,INTERNAL,2026-07-06 14:06:22
INT-0000816,2026-07-06,M009-7ab95e0e,188345,JPY,DEBIT,INTERNAL,2026-07-06 17:05:56
INT-0000817,2026-07-06,M018-c72cdba5,358464,EUR,DEBIT,INTERNAL,2026-07-06 09:30:41
INT-0000818,2026-07-06,M015-874de49e,317570,USD,DEBIT,INTERNAL,2026-07-06 15:42:59
INT-0000819,2026-07-06,M004-1a4bdacc,274189,GBP,DEBIT,INTERNAL,2026-07-06 19:38:50
INT-0000820,2026-07-06,M011-0eef6024,234831,GBP,DEBIT,INTERNAL,2026-07-06 11:51:00
INT-0000821,2026-07-06,M018-da6ddadb,384043,USD,DEBIT,INTERNAL,2026-07-06 16:17:05
INT-0000822,2026-07-06,M015-bf7de377,393107,USD,DEBIT,INTERNAL,2026-07-06 13:12:58
INT-0000823,2026-07-06,M010-10779955,312736,GBP,DEBIT,INTERNAL,2026-07-06 19:16:20
INT-0000824,2026-07-06,M006-bc29b54d,440951,EUR,DEBIT,INTERNAL,2026-07-06 23:05:53
INT-0000825,2026-07-06,M010-405f676c,403735,EUR,DEBIT,INTERNAL,2026-07-06 08:42:46
INT-0000826,2026-07-06,M011-bf675fe4,56565,JPY,DEBIT,INTERNAL,2026-07-06 08:22:32
INT-0000827,2026-07-06,M001-6dc8cff6,226479,USD,DEBIT,INTERNAL,2026-07-06 22:16:51
INT-0000828,2026-07-06,M004-dbc742d8,192663,GBP,DEBIT,INTERNAL,2026-07-06 10:44:48
INT-0000829,2026-07-06,M008-4cb707ed,28010,EUR,DEBIT,INTERNAL,2026-07-06 08:13:21
INT-0000830,2026-07-06,M006-de164aeb,345345,EUR,DEBIT,INTERNAL,2026-07-06 06:13:06
INT-0000831,2026-07-06,M009-dd404b77,85970,JPY,DEBIT,INTERNAL,2026-07-06 04:21:38
INT-0000832,2026-07-06,M018-05ddda35,408210,JPY,DEBIT,INTERNAL,2026-07-06 04:34:39
INT-0000833,2026-07-06,M007-4d598703,145990,GBP,DEBIT,INTERNAL,2026-07-06 02:10:58
INT-0000834,2026-07-06,M009-fad4f932,91078,GBP,DEBIT,INTERNAL,2026-07-06 02:01:37
INT-0000835,2026-07-06,M018-7d2b7e19,142797,JPY,DEBIT,INTERNAL,2026-07-06 16:47:17
INT-0000836,2026-07-06,M004-d4f9ad33,62725,USD,DEBIT,INTERNAL,2026-07-06 13:49:37
INT-0000837,2026-07-06,M020-9d5f3dbb,434406,JPY,DEBIT,INTERNAL,2026-07-06 09:33:16
INT-0000838,2026-07-06,M019-d70d65a4,324239,JPY,DEBIT,INTERNAL,2026-07-06 19:41:32
INT-0000839,2026-07-06,M018-1d47c561,463628,EUR,DEBIT,INTERNAL,2026-07-06 15:01:36
INT-0000840,2026-07-06,M012-b9b9f8f9,309891,JPY,DEBIT,INTERNAL,2026-07-06 14:24:10
INT-0000841,2026-07-06,M012-a1031a82,49081,USD,DEBIT,INTERNAL,2026-07-06 21:40:48
INT-0000842,2026-07-06,M014-9e201ebb,437142,JPY,DEBIT,INTERNAL,2026-07-06 02:30:21
INT-0000843,2026-07-06,M019-6ceadae8,144349,USD,DEBIT,INTERNAL,2026-07-06 04:50:53
INT-0000844,2026-07-06,M009-2d9a03e9,137526,GBP,DEBIT,INTERNAL,2026-07-06 06:22:38
INT-0000845,2026-07-06,M009-9993a538,273610,JPY,DEBIT,INTERNAL,2026-07-06 13:23:31
INT-0000846,2026-07-06,M019-b0005d06,165445,JPY,DEBIT,INTERNAL,2026-07-06 07:50:48
INT-0000847,2026-07-06,M020-6fe51fb2,283583,USD,DEBIT,INTERNAL,2026-07-06 17:12:13
INT-0000848,2026-07-06,M014-ae6aa0c3,88630,USD,DEBIT,INTERNAL,2026-07-06 08:14:42
INT-0000849,2026-07-06,M007-c4daabd6,172058,GBP,DEBIT,INTERNAL,2026-07-06 19:24:50
INT-0000850,2026-07-06,M014-3215a989,194918,GBP,DEBIT,INTERNAL,2026-07-06 08:28:04
INT-0000851,2026-07-06,M018-c0fb3564,406037,JPY,DEBIT,INTERNAL,2026-07-06 18:10:15
INT-0000852,2026-07-06,M002-237e90d9,286504,USD,DEBIT,INTERNAL,2026-07-06 15:07:59
INT-0000853,2026-07-06,M004-b7b1e38c,73314,GBP,DEBIT,INTERNAL,2026-07-06 14:06:31
INT-0000854,2026-07-06,M014-7fa276a0,227437,GBP,DEBIT,INTERNAL,2026-07-06 11:33:32
INT-0000855,2026-07-06,M020-378bdc25,469334,EUR,DEBIT,INTERNAL,2026-07-06 05:47:27
INT-0000856,2026-07-06,M007-0990dafd,424115,USD,DEBIT,INTERNAL,2026-07-06 18:18:08
INT-0000857,2026-07-06,M003-2fbff79b,241516,GBP,DEBIT,INTERNAL,2026-07-06 23:10:53
INT-0000858,2026-07-06,M008-dd5d48f2,155946,GBP,DEBIT,INTERNAL,2026-07-06 06:30:07
INT-0000859,2026-07-06,M008-f1d02141,20545,USD,DEBIT,INTERNAL,2026-07-06 06:12:14
INT-0000860,2026-07-06,M019-e8a4ca2a,370684,GBP,DEBIT,INTERNAL,2026-07-06 20:46:56
INT-0000861,2026-07-06,M014-8c5026c7,210374,USD,DEBIT,INTERNAL,2026-07-06 08:42:55
INT-0000862,2026-07-06,M013-15c85171,180524,JPY,DEBIT,INTERNAL,2026-07-06 00:55:16
INT-0000863,2026-07-06,M008-b25a98f4,325109,JPY,DEBIT,INTERNAL,2026-07-06 07:54:17
INT-0000864,2026-07-06,M004-6acbdfd3,201224,GBP,DEBIT,INTERNAL,2026-07-06 18:28:44
INT-0000865,2026-07-06,M010-686239a5,488697,GBP,DEBIT,INTERNAL,2026-07-06 05:58:25
INT-0000866,2026-07-06,M015-4b7b4b97,273337,JPY,DEBIT,INTERNAL,2026-07-06 18:39:11
INT-0000867,2026-07-06,M014-66f327f0,489240,USD,DEBIT,INTERNAL,2026-07-06 06:33:20
INT-0000868,2026-07-06,M013-5b721d9d,145341,JPY,DEBIT,INTERNAL,2026-07-06 20:47:27
INT-0000869,2026-07-06,M005-716e32aa,363091,JPY,DEBIT,INTERNAL,2026-07-06 11:37:46
INT-0000870,2026-07-06,M014-b9d5399e,388783,GBP,DEBIT,INTERNAL,2026-07-06 23:19:46
INT-0000871,2026-07-06,M015-94929cc7,310108,JPY,DEBIT,INTERNAL,2026-07-06 20:38:22
INT-0000872,2026-07-06,M009-1ad0c41f,330982,JPY,DEBIT,INTERNAL,2026-07-06 10:08:16
INT-0000873,2026-07-06,M001-c574eb63,50132,GBP,DEBIT,INTERNAL,2026-07-06 11:23:48
INT-0000874,2026-07-06,M011-436e6f7d,341173,USD,DEBIT,INTERNAL,2026-07-06 15:07:10
INT-0000875,2026-07-06,M013-e695973c,306222,JPY,DEBIT,INTERNAL,2026-07-06 07:41:27
INT-0000876,2026-07-06,M009-cdaec774,202538,JPY,DEBIT,INTERNAL,2026-07-06 22:02:19
INT-0000877,2026-07-06,M008-5b82cac2,250286,USD,DEBIT,INTERNAL,2026-07-06 04:01:16
INT-0000878,2026-07-06,M020-4debdabe,423539,GBP,DEBIT,INTERNAL,2026-07-06 22:55:57
INT-0000879,2026-07-06,M014-30fc952f,295563,JPY,DEBIT,INTERNAL,2026-07-06 16:15:43
INT-0000880,2026-07-06,M020-70cbcea7,409837,JPY,DEBIT,INTERNAL,2026-07-06 07:47:37
INT-0000881,2026-07-06,M011-de049ac8,146833,USD,DEBIT,INTERNAL,2026-07-06 14:33:37
INT-0000882,2026-07-06,M011-5c912396,57267,USD,DEBIT,INTERNAL,2026-07-06 20:08:08
INT-0000883,2026-07-06,M020-c2ea7b9b,73157,EUR,DEBIT,INTERNAL,2026-07-06 04:24:19
INT-0000884,2026-07-06,M007-c15ea400,458635,GBP,DEBIT,INTERNAL,2026-07-06 10:44:14
INT-0000885,2026-07-06,M005-baa0423f,438963,USD,DEBIT,INTERNAL,2026-07-06 02:20:32
INT-0000886,2026-07-06,M003-717c0978,413400,JPY,DEBIT,INTERNAL,2026-07-06 15:41:35
INT-0000887,2026-07-06,M010-c902bd41,318165,JPY,DEBIT,INTERNAL,2026-07-06 16:22:56
INT-0000888,2026-07-06,M006-2729899a,29176,GBP,DEBIT,INTERNAL,2026-07-06 06:10:13
INT-0000889,2026-07-06,M019-06c86e08,57719,JPY,DEBIT,INTERNAL,2026-07-06 22:43:22
INT-0000890,2026-07-06,M008-3edb9d1c,443267,USD,DEBIT,INTERNAL,2026-07-06 20:47:37
INT-0000891,2026-07-06,M020-f97e0327,139726,JPY,DEBIT,INTERNAL,2026-07-06 02:53:37
INT-0000892,2026-07-06,M002-add52a45,312743,USD,DEBIT,INTERNAL,2026-07-06 07:31:26
INT-0000893,2026-07-06,M017-338b538e,29948,USD,DEBIT,INTERNAL,2026-07-06 03:07:55
INT-0000894,2026-07-06,M013-c785db14,115282,USD,DEBIT,INTERNAL,2026-07-06 14:44:33
INT-0000895,2026-07-06,M008-224b045a,133731,EUR,DEBIT,INTERNAL,2026-07-06 12:30:49
INT-0000896,2026-07-06,M010-777d74d7,68220,GBP,DEBIT,INTERNAL,2026-07-06 15:47:30
INT-0000897,2026-07-06,M006-87389f50,195135,GBP,DEBIT,INTERNAL,2026-07-06 07:48:13
INT-0000898,2026-07-06,M002-4f50bb22,455651,EUR,DEBIT,INTERNAL,2026-07-06 07:32:10
INT-0000899,2026-07-06,M005-f9f46e3a,153884,EUR,DEBIT,INTERNAL,2026-07-06 17:46:40
INT-0000900,2026-07-06,M015-7f02df7c,436426,GBP,DEBIT,INTERNAL,2026-07-06 13:31:49
INT-0000901,2026-07-06,M005-d5d80a4b,441315,USD,DEBIT,INTERNAL,2026-07-06 08:58:21
INT-0000902,2026-07-06,M009-6de535be,35798,JPY,DEBIT,INTERNAL,2026-07-06 12:01:28
INT-0000903,2026-07-06,M004-620cc4f2,186713,GBP,DEBIT,INTERNAL,2026-07-06 20:59:51
INT-0000904,2026-07-06,M010-836465e7,93610,JPY,DEBIT,INTERNAL,2026-07-06 12:54:22
INT-0000905,2026-07-06,M011-224fa5fa,429682,USD,DEBIT,INTERNAL,2026-07-06 12:37:42
INT-0000906,2026-07-06,M015-c463f468,289898,GBP,DEBIT,INTERNAL,2026-07-06 22:33:11
INT-0000907,2026-07-06,M019-03f8c451,487306,GBP,DEBIT,INTERNAL,2026-07-06 06:14:17
INT-0000908,2026-07-06,M001-13102c16,476066,USD,DEBIT,INTERNAL,2026-07-06 11:21:37
INT-0000909,2026-07-06,M008-4266ee83,396592,GBP,DEBIT,INTERNAL,2026-07-06 09:39:51
INT-0000910,2026-07-06,M007-d0d3ce17,226513,JPY,DEBIT,INTERNAL,2026-07-06 05:05:28
INT-0000911,2026-07-06,M009-4056e69f,6933,JPY,DEBIT,INTERNAL,2026-07-06 08:04:36
INT-0000912,2026-07-06,M019-5c495a31,487370,GBP,DEBIT,INTERNAL,2026-07-06 08:49:45
INT-0000913,2026-07-06,M018-a8b1b917,399810,EUR,DEBIT,INTERNAL,2026-07-06 18:52:33
INT-0000914,2026-07-06,M006-6aa487d2,401916,JPY,DEBIT,INTERNAL,2026-07-06 14:32:52
INT-0000915,2026-07-06,M009-781ec600,289786,GBP,DEBIT,INTERNAL,2026-07-06 01:02:46
INT-0000916,2026-07-06,M003-91548588,31729,JPY,DEBIT,INTERNAL,2026-07-06 08:42:31
INT-0000917,2026-07-06,M006-4582781a,317629,JPY,DEBIT,INTERNAL,2026-07-06 13:14:12
INT-0000918,2026-07-06,M017-9e0dcd6f,380066,USD,DEBIT,INTERNAL,2026-07-06 12:24:40
INT-0000919,2026-07-06,M002-5a106df0,497802,USD,DEBIT,INTERNAL,2026-07-06 20:00:00
INT-0000920,2026-07-06,M003-e156bf4a,306022,EUR,DEBIT,INTERNAL,2026-07-06 05:01:00
INT-0000921,2026-07-06,M003-58049d34,393545,GBP,DEBIT,INTERNAL,2026-07-06 22:49:08
INT-0000922,2026-07-06,M007-0b8a6ee9,123089,USD,DEBIT,INTERNAL,2026-07-06 18:04:48
INT-0000923,2026-07-06,M008-3433295a,421333,JPY,DEBIT,INTERNAL,2026-07-06 01:45:50
INT-0000924,2026-07-06,M003-9d988606,294784,USD,DEBIT,INTERNAL,2026-07-06 14:15:45
INT-0000925,2026-07-06,M009-0f0b2101,427288,EUR,DEBIT,INTERNAL,2026-07-06 07:26:07
INT-0000926,2026-07-06,M012-2a149371,41840,GBP,DEBIT,INTERNAL,2026-07-06 07:47:45
INT-0000927,2026-07-06,M020-fae83d54,140197,GBP,DEBIT,INTERNAL,2026-07-06 01:45:57
INT-0000928,2026-07-06,M018-89fea7be,23946,GBP,DEBIT,INTERNAL,2026-07-06 10:19:51
INT-0000929,2026-07-06,M006-c9ce573d,376885,EUR,DEBIT,INTERNAL,2026-07-06 03:29:05
INT-0000930,2026-07-06,M005-d69f1986,252816,USD,DEBIT,INTERNAL,2026-07-06 15:26:13
INT-0000931,2026-07-06,M012-33520570,328329,EUR,DEBIT,INTERNAL,2026-07-06 11:01:36
INT-0000932,2026-07-06,M019-40885c87,236511,EUR,DEBIT,INTERNAL,2026-07-06 02:00:38
INT-0000933,2026-07-06,M009-3ca3304f,130997,GBP,DEBIT,INTERNAL,2026-07-06 22:31:52
INT-0000934,2026-07-06,M012-6884a898,128904,GBP,DEBIT,INTERNAL,2026-07-06 07:32:19
INT-0000935,2026-07-06,M008-ceb53036,69514,JPY,DEBIT,INTERNAL,2026-07-06 06:36:20
INT-0000936,2026-07-06,M018-5cce0308,226586,JPY,DEBIT,INTERNAL,2026-07-06 09:30:41
INT-0000937,2026-07-06,M001-cd240dc8,398504,JPY,DEBIT,INTERNAL,2026-07-06 23:26:06
INT-0000938,2026-07-06,M019-71b9fa2d,372990,USD,DEBIT,INTERNAL,2026-07-06 14:31:07
INT-0000939,2026-07-06,M007-589ddce1,87719,EUR,DEBIT,INTERNAL,2026-07-06 09:05:27
INT-0000940,2026-07-06,M011-feff01ba,28881,USD,DEBIT,INTERNAL,2026-07-06 16:04:23
INT-0000941,2026-07-06,M015-512fadb8,245854,GBP,DEBIT,INTERNAL,2026-07-06 04:38:58
INT-0000942,2026-07-06,M003-401c3e04,45736,JPY,DEBIT,INTERNAL,2026-07-06 05:23:59
INT-0000943,2026-07-06,M018-0ac13496,342803,GBP,DEBIT,INTERNAL,2026-07-06 19:44:51
INT-0000944,2026-07-06,M012-66567467,131224,EUR,DEBIT,INTERNAL,2026-07-06 19:26:45
INT-0000945,2026-07-06,M014-47f8dd65,125167,USD,DEBIT,INTERNAL,2026-07-06 16:04:59
INT-0000946,2026-07-06,M011-6819f69c,249464,USD,DEBIT,INTERNAL,2026-07-06 00:10:35
INT-0000947,2026-07-06,M019-b5546dac,275442,GBP,DEBIT,INTERNAL,2026-07-06 01:57:21
INT-0000948,2026-07-06,M007-f8ea6815,268106,USD,DEBIT,INTERNAL,2026-07-06 17:30:50
INT-0000949,2026-07-06,M012-658f71e7,136741,GBP,DEBIT,INTERNAL,2026-07-06 03:02:42
INT-0000950,2026-07-06,M006-e8d2d871,18285,EUR,DEBIT,INTERNAL,2026-07-06 21:47:10
INT-0000951,2026-07-06,M007-c8587bfe,417762,EUR,DEBIT,INTERNAL,2026-07-06 08:38:24
INT-0000952,2026-07-06,M016-5e667bb9,396500,GBP,DEBIT,INTERNAL,2026-07-06 08:27:27
INT-0000953,2026-07-06,M013-c8b7cec8,230928,JPY,DEBIT,INTERNAL,2026-07-06 18:22:32
INT-0000954,2026-07-06,M009-48b72cc2,137057,USD,DEBIT,INTERNAL,2026-07-06 03:56:56
INT-0000955,2026-07-06,M009-cc7980e4,159260,GBP,DEBIT,INTERNAL,2026-07-06 08:27:38
INT-0000956,2026-07-06,M010-0cf4c481,76572,USD,DEBIT,INTERNAL,2026-07-06 06:53:22
INT-0000957,2026-07-06,M017-ca93a089,350706,EUR,DEBIT,INTERNAL,2026-07-06 10:03:10
INT-0000958,2026-07-06,M008-05d89cec,368379,USD,DEBIT,INTERNAL,2026-07-06 01:13:49
INT-0000959,2026-07-06,M018-87363a69,410264,EUR,DEBIT,INTERNAL,2026-07-06 22:44:53
INT-0000960,2026-07-06,M010-b62092aa,52456,EUR,DEBIT,INTERNAL,2026-07-06 22:07:56
INT-0000961,2026-07-06,M015-5a912e03,311801,JPY,DEBIT,INTERNAL,2026-07-06 13:33:09
INT-0000962,2026-07-06,M007-62719656,92069,EUR,DEBIT,INTERNAL,2026-07-06 02:22:37
INT-0000963,2026-07-06,M005-5f5d4a25,36722,JPY,DEBIT,INTERNAL,2026-07-06 20:04:32
INT-0000964,2026-07-06,M018-09b2e45a,444604,GBP,DEBIT,INTERNAL,2026-07-06 21:10:00
INT-0000965,2026-07-06,M020-23b61b56,399817,EUR,DEBIT,INTERNAL,2026-07-06 12:03:12
INT-0000966,2026-07-06,M011-d66953fa,338547,USD,DEBIT,INTERNAL,2026-07-06 00:56:05
INT-0000967,2026-07-06,M011-4334337b,93449,EUR,DEBIT,INTERNAL,2026-07-06 18:14:27
INT-0000968,2026-07-06,M016-48dc870c,492141,EUR,DEBIT,INTERNAL,2026-07-06 15:38:20
INT-0000969,2026-07-06,M010-d67cc5fd,231705,USD,DEBIT,INTERNAL,2026-07-06 00:04:08
INT-0000970,2026-07-06,M014-c9eb74ff,226118,USD,DEBIT,INTERNAL,2026-07-06 21:00:59
INT-0000971,2026-07-06,M018-0645ff91,332802,JPY,DEBIT,INTERNAL,2026-07-06 16:44:46
INT-0000972,2026-07-06,M011-4476820f,182806,USD,DEBIT,INTERNAL,2026-07-06 03:46:33
INT-0000973,2026-07-06,M013-e8f16b5f,347913,EUR,DEBIT,INTERNAL,2026-07-06 08:10:01
INT-0000974,2026-07-06,M019-398fe37c,236784,EUR,DEBIT,INTERNAL,2026-07-06 15:32:18
INT-0000975,2026-07-06,M019-56e17ae7,271332,GBP,DEBIT,INTERNAL,2026-07-06 00:42:32
INT-0000976,2026-07-06,M020-dabf59c3,471683,JPY,DEBIT,INTERNAL,2026-07-06 11:30:07
INT-0000977,2026-07-06,M001-303d448d,241616,GBP,DEBIT,INTERNAL,2026-07-06 13:04:05
INT-0000978,2026-07-06,M009-a1267fca,212119,EUR,DEBIT,INTERNAL,2026-07-06 11:51:43
INT-0000979,2026-07-06,M007-a4abcce7,133547,GBP,DEBIT,INTERNAL,2026-07-06 07:31:30
INT-0000980,2026-07-06,M010-ca91e6ec,248566,EUR,DEBIT,INTERNAL,2026-07-06 01:24:16
INT-0000981,2026-07-06,M008-ad92820e,315140,EUR,DEBIT,INTERNAL,2026-07-06 06:17:08
INT-0000982,2026-07-06,M006-d854e2ec,84499,GBP,DEBIT,INTERNAL,2026-07-06 07:43:16
INT-0000983,2026-07-06,M001-64a66fb1,60414,JPY,DEBIT,INTERNAL,2026-07-06 19:45:57
INT-0000984,2026-07-06,M021-337fb21e,20000,USD,DEBIT,INTERNAL,2026-07-06 12:31:41
INT-0000985,2026-07-06,M021-ad7b5ccd,20000,USD,DEBIT,INTERNAL,2026-07-06 22:02:09
INT-0000986,2026-07-06,M022-ff80168e,30000,USD,DEBIT,INTERNAL,2026-07-06 08:19:02
INT-0000987,2026-07-06,M022-832deac3,30000,USD,DEBIT,INTERNAL,2026-07-06 18:58:48
INT-0000988,2026-07-06,M021-4bc436a4,40000,EUR,DEBIT,INTERNAL,2026-07-06 21:42:58
INT-0000989,2026-07-06,M021-189c0be4,40000,EUR,DEBIT,INTERNAL,2026-07-06 15:40:06
INT-0000990,2026-07-06,M022-7793d77e,50000,EUR,DEBIT,INTERNAL,2026-07-06 21:53:41
INT-0000991,2026-07-06,M022-96ba9319,50000,EUR,DEBIT,INTERNAL,2026-07-06 12:08:19
