txn_uid,business_date,txn_ref,net_amount_minor,currency,side,source_system,event_ts
BNK-0000779,2026-07-06,M017-fc7ac1fd,322915,JPY,CREDIT,BANK,2026-07-06 20:59:08
BNK-0000780,2026-07-06,M004-cef1d2ca,374029,JPY,CREDIT,BANK,2026-07-06 14:44:02
BNK-0000781,2026-07-06,M011-ab6a14f4,40398,EUR,CREDIT,BANK,2026-07-06 21:03:24
BNK-0000782,2026-07-06,M002-d5930a2b,398105,USD,CREDIT,BANK,2026-07-06 16:54:59
BNK-0000783,2026-07-06,M011-5e854b0b,364460,GBP,CREDIT,BANK,2026-07-06 20:09:42
BNK-0000784,2026-07-06,M015-daded451,277507,USD,CREDIT,BANK,2026-07-06 06:50:29
BNK-0000785,2026-07-06,M005-2b8ea8d4,385876,GBP,CREDIT,BANK,2026-07-06 07:39:30
BNK-0000786,2026-07-06,M007-55901fc2,273160,JPY,CREDIT,BANK,2026-07-06 00:55:03
BNK-0000787,2026-07-06,M001-434cbf26,290690,EUR,CREDIT,BANK,2026-07-06 21:17:52
BNK-0000788,2026-07-06,M016-93830dcc,145828,JPY,CREDIT,BANK,2026-07-06 14:41:30
BNK-0000789,2026-07-07,M015-20a9642c,51905,JPY,CREDIT,BANK,2026-07-07 18:10:32
BNK-0000790,2026-07-06,M008-140968ec,113234,JPY,CREDIT,BANK,2026-07-06 20:52:50
BNK-0000791,2026-07-06,M019-be7d8515,149584,EUR,CREDIT,BANK,2026-07-06 18:22:58
BNK-0000792,2026-07-06,M019-f1b35428,121679,USD,CREDIT,BANK,2026-07-06 17:00:55
BNK-0000793,2026-07-06,M004-6a1a62bc,214886,EUR,CREDIT,BANK,2026-07-06 13:30:49
BNK-0000794,2026-07-06,M019-5caee3af,479024,EUR,CREDIT,BANK,2026-07-06 02:12:34
BNK-0000795,2026-07-06,M010-8cfdd2a5,98071,JPY,CREDIT,BANK,2026-07-06 07:50:49
BNK-0000796,2026-07-06,M015-070ce909,232481,JPY,CREDIT,BANK,2026-07-06 17:51:43
BNK-0000797,2026-07-06,M018-4438ce9e,28353,JPY,CREDIT,BANK,2026-07-06 01:57:40
BNK-0000798,2026-07-07,M003-7090bfb3,222100,USD,CREDIT,BANK,2026-07-07 07:19:32
BNK-0000799,2026-07-06,M020-2ec3f826,284022,GBP,CREDIT,BANK,2026-07-06 07:13:33
BNK-0000800,2026-07-06,M010-31436da8,394957,JPY,CREDIT,BANK,2026-07-06 18:05:04
BNK-0000801,2026-07-06,M018-b7ea5ebb,205053,JPY,CREDIT,BANK,2026-07-06 06:51:55
BNK-0000802,2026-07-06,M006-8b5ca627,284431,JPY,CREDIT,BANK,2026-07-06 23:12:56
BNK-0000803,2026-07-06,M019-4219d7ab,324324,JPY,CREDIT,BANK,2026-07-06 13:59:06
BNK-0000804,2026-07-06,M004-0dd91b6b,201879,USD,CREDIT,BANK,2026-07-06 16:05:29
BNK-0000805,2026-07-06,M015-0fc8db9c,421453,JPY,CREDIT,BANK,2026-07-06 05:47:22
BNK-0000806,2026-07-06,M004-fee9030f,7139,EUR,CREDIT,BANK,2026-07-06 06:46:04
BNK-0000807,2026-07-06,M002-1797d293,168795,JPY,CREDIT,BANK,2026-07-06 10:56:30
BNK-0000808,2026-07-07,M008-88f501ed,436617,EUR,CREDIT,BANK,2026-07-07 22:25:15
BNK-0000809,2026-07-06,M018-ff52e005,184677,USD,CREDIT,BANK,2026-07-06 11:04:47
BNK-0000810,2026-07-06,M015-eda40551,438346,EUR,CREDIT,BANK,2026-07-06 02:35:15
BNK-0000811,2026-07-06,M004-5c537de3,392349,USD,CREDIT,BANK,2026-07-06 13:26:19
BNK-0000812,2026-07-06,M005-483e76e3,174410,GBP,CREDIT,BANK,2026-07-06 23:10:41
BNK-0000813,2026-07-06,M003-3248d1c7,116000,EUR,CREDIT,BANK,2026-07-06 11:32:12
BNK-0000814,2026-07-06,M002-3ebc149d,368951,JPY,CREDIT,BANK,2026-07-06 19:53:13
BNK-0000815,2026-07-06,M016-98d669d7,257171,EUR,CREDIT,BANK,2026-07-06 03:50:44
BNK-0000816,2026-07-06,M009-7ab95e0e,187945,JPY,CREDIT,BANK,2026-07-06 17:09:21
BNK-0000817,2026-07-06,M018-c72cdba5,358164,EUR,CREDIT,BANK,2026-07-06 22:28:21
BNK-0000818,2026-07-06,M015-874de49e,317270,USD,CREDIT,BANK,2026-07-06 07:29:31
BNK-0000819,2026-07-06,M004-1a4bdacc,273939,GBP,CREDIT,BANK,2026-07-06 23:26:46
BNK-0000820,2026-07-06,M011-0eef6024,234581,GBP,CREDIT,BANK,2026-07-06 15:32:53
BNK-0000821,2026-07-06,M018-da6ddadb,383743,USD,CREDIT,BANK,2026-07-06 01:35:02
BNK-0000822,2026-07-06,M015-bf7de377,392807,USD,CREDIT,BANK,2026-07-06 16:22:34
BNK-0000823,2026-07-06,M010-10779955,312486,GBP,CREDIT,BANK,2026-07-06 05:04:28
BNK-0000824,2026-07-06,M006-bc29b54d,440651,EUR,CREDIT,BANK,2026-07-06 21:16:44
BNK-0000825,2026-07-07,M010-405f676c,403435,EUR,CREDIT,BANK,2026-07-07 08:09:58
BNK-0000826,2026-07-06,M011-bf675fe4,56165,JPY,CREDIT,BANK,2026-07-06 15:12:11
BNK-0000827,2026-07-06,M001-6dc8cff6,226179,USD,CREDIT,BANK,2026-07-06 23:26:41
BNK-0000828,2026-07-06,M004-dbc742d8,192413,GBP,CREDIT,BANK,2026-07-06 02:06:19
BNK-0000829,2026-07-06,M008-4cb707ed,27710,EUR,CREDIT,BANK,2026-07-06 10:59:00
BNK-0000830,2026-07-06,M006-de164aeb,345045,EUR,CREDIT,BANK,2026-07-06 06:34:07
BNK-0000831,2026-07-06,M009-dd404b77,85570,JPY,CREDIT,BANK,2026-07-06 07:53:24
BNK-0000832,2026-07-06,M018-05ddda35,407810,JPY,CREDIT,BANK,2026-07-06 22:49:41
BNK-0000833,2026-07-06,M007-4d598703,145740,GBP,CREDIT,BANK,2026-07-06 22:33:56
BNK-0000834,2026-07-06,M009-fad4f932,90828,GBP,CREDIT,BANK,2026-07-06 16:57:19
BNK-0000835,2026-07-06,M018-7d2b7e19,142397,JPY,CREDIT,BANK,2026-07-06 12:12:49
BNK-0000836,2026-07-06,M004-d4f9ad33,62425,USD,CREDIT,BANK,2026-07-06 23:45:09
BNK-0000837,2026-07-06,M020-9d5f3dbb,434006,JPY,CREDIT,BANK,2026-07-06 15:17:13
BNK-0000838,2026-07-06,M019-d70d65a4,323839,JPY,CREDIT,BANK,2026-07-06 02:16:15
BNK-0000839,2026-07-06,M018-1d47c561,463328,EUR,CREDIT,BANK,2026-07-06 21:28:20
BNK-0000840,2026-07-06,M012-b9b9f8f9,309491,JPY,CREDIT,BANK,2026-07-06 05:56:03
BNK-0000841,2026-07-06,M012-a1031a82,48781,USD,CREDIT,BANK,2026-07-06 01:24:36
BNK-0000842,2026-07-06,M014-9e201ebb,436742,JPY,CREDIT,BANK,2026-07-06 15:00:14
BNK-0000843,2026-07-06,M019-6ceadae8,144049,USD,CREDIT,BANK,2026-07-06 12:05:32
BNK-0000844,2026-07-06,M009-2d9a03e9,137276,GBP,CREDIT,BANK,2026-07-06 13:54:05
BNK-0000845,2026-07-06,M009-9993a538,273210,JPY,CREDIT,BANK,2026-07-06 20:56:30
BNK-0000846,2026-07-06,M019-b0005d06,165045,JPY,CREDIT,BANK,2026-07-06 15:44:58
BNK-0000847,2026-07-06,M020-6fe51fb2,283283,USD,CREDIT,BANK,2026-07-06 12:24:31
BNK-0000848,2026-07-06,M014-ae6aa0c3,88330,USD,CREDIT,BANK,2026-07-06 17:01:25
BNK-0000849,2026-07-06,M007-c4daabd6,171808,GBP,CREDIT,BANK,2026-07-06 22:41:28
BNK-0000851,2026-07-08,M018-c0fb3564,405637,JPY,CREDIT,BANK,2026-07-08 09:05:36
BNK-0000852,2026-07-06,M002-237e90d9,286204,USD,CREDIT,BANK,2026-07-06 16:57:09
BNK-0000853,2026-07-06,M004-b7b1e38c,73064,GBP,CREDIT,BANK,2026-07-06 17:25:23
BNK-0000854,2026-07-06,M014-7fa276a0,227187,GBP,CREDIT,BANK,2026-07-06 15:09:11
BNK-0000855,2026-07-06,M020-378bdc25,469034,EUR,CREDIT,BANK,2026-07-06 09:38:40
BNK-0000856,2026-07-06,M007-0990dafd,423815,USD,CREDIT,BANK,2026-07-06 06:21:40
BNK-0000857,2026-07-06,M003-2fbff79b,241266,GBP,CREDIT,BANK,2026-07-06 08:13:58
BNK-0000858,2026-07-07,M008-dd5d48f2,155696,GBP,CREDIT,BANK,2026-07-07 06:03:10
BNK-0000859,2026-07-06,M008-f1d02141,20245,USD,CREDIT,BANK,2026-07-06 10:52:41
BNK-0000860,2026-07-06,M019-e8a4ca2a,370434,GBP,CREDIT,BANK,2026-07-06 12:52:05
BNK-0000861,2026-07-08,M014-8c5026c7,210074,USD,CREDIT,BANK,2026-07-08 13:12:18
BNK-0000862,2026-07-06,M013-15c85171,180124,JPY,CREDIT,BANK,2026-07-06 19:06:03
BNK-0000863,2026-07-06,M008-b25a98f4,324709,JPY,CREDIT,BANK,2026-07-06 14:32:13
BNK-0000864,2026-07-06,M004-6acbdfd3,200974,GBP,CREDIT,BANK,2026-07-06 17:42:16
BNK-0000865,2026-07-06,M010-686239a5,488447,GBP,CREDIT,BANK,2026-07-06 13:06:48
BNK-0000866,2026-07-06,M015-4b7b4b97,272937,JPY,CREDIT,BANK,2026-07-06 04:41:55
BNK-0000867,2026-07-06,M014-66f327f0,488940,USD,CREDIT,BANK,2026-07-06 04:47:39
BNK-0000868,2026-07-06,M013-5b721d9d,144941,JPY,CREDIT,BANK,2026-07-06 14:43:26
BNK-0000869,2026-07-06,M005-716e32aa,362691,JPY,CREDIT,BANK,2026-07-06 08:34:41
BNK-0000870,2026-07-06,M014-b9d5399e,388533,GBP,CREDIT,BANK,2026-07-06 01:13:49
BNK-0000871,2026-07-06,M015-94929cc7,309708,JPY,CREDIT,BANK,2026-07-06 16:57:19
BNK-0000872,2026-07-06,M009-1ad0c41f,330582,JPY,CREDIT,BANK,2026-07-06 16:19:39
BNK-0000873,2026-07-06,M001-c574eb63,49882,GBP,CREDIT,BANK,2026-07-06 17:41:30
BNK-0000874,2026-07-06,M011-436e6f7d,340873,USD,CREDIT,BANK,2026-07-06 09:24:37
BNK-0000875,2026-07-06,M013-e695973c,305822,JPY,CREDIT,BANK,2026-07-06 16:55:21
BNK-0000876,2026-07-06,M009-cdaec774,202138,JPY,CREDIT,BANK,2026-07-06 14:04:32
BNK-0000877,2026-07-06,M008-5b82cac2,249986,USD,CREDIT,BANK,2026-07-06 07:22:17
BNK-0000878,2026-07-06,M020-4debdabe,423289,GBP,CREDIT,BANK,2026-07-06 11:08:30
BNK-0000879,2026-07-06,M014-30fc952f,295163,JPY,CREDIT,BANK,2026-07-06 02:29:01
BNK-0000880,2026-07-06,M020-70cbcea7,409437,JPY,CREDIT,BANK,2026-07-06 05:00:19
BNK-0000881,2026-07-06,M011-de049ac8,146533,USD,CREDIT,BANK,2026-07-06 20:56:25
BNK-0000882,2026-07-06,M011-5c912396,56967,USD,CREDIT,BANK,2026-07-06 15:37:01
BNK-0000883,2026-07-06,M020-c2ea7b9b,72857,EUR,CREDIT,BANK,2026-07-06 19:11:20
BNK-0000884,2026-07-06,M007-c15ea400,458385,GBP,CREDIT,BANK,2026-07-06 13:17:19
BNK-0000885,2026-07-06,M005-baa0423f,438663,USD,CREDIT,BANK,2026-07-06 01:51:55
BNK-0000886,2026-07-06,M003-717c0978,413000,JPY,CREDIT,BANK,2026-07-06 00:46:02
BNK-0000887,2026-07-06,M010-c902bd41,317765,JPY,CREDIT,BANK,2026-07-06 03:56:39
BNK-0000888,2026-07-06,M006-2729899a,28926,GBP,CREDIT,BANK,2026-07-06 15:37:16
BNK-0000889,2026-07-06,M019-06c86e08,57319,JPY,CREDIT,BANK,2026-07-06 23:36:49
BNK-0000890,2026-07-06,M008-3edb9d1c,442967,USD,CREDIT,BANK,2026-07-06 01:46:53
BNK-0000891,2026-07-08,M020-f97e0327,139326,JPY,CREDIT,BANK,2026-07-08 17:18:36
BNK-0000892,2026-07-06,M002-add52a45,312443,USD,CREDIT,BANK,2026-07-06 17:05:12
BNK-0000894,2026-07-06,M013-c785db14,114982,USD,CREDIT,BANK,2026-07-06 15:33:10
BNK-0000895,2026-07-06,M008-224b045a,133431,EUR,CREDIT,BANK,2026-07-06 09:47:18
BNK-0000896,2026-07-06,M010-777d74d7,67970,GBP,CREDIT,BANK,2026-07-06 23:27:41
BNK-0000897,2026-07-06,M006-87389f50,194885,GBP,CREDIT,BANK,2026-07-06 19:29:55
BNK-0000898,2026-07-06,M002-4f50bb22,455351,EUR,CREDIT,BANK,2026-07-06 06:56:38
BNK-0000899,2026-07-06,M005-f9f46e3a,153584,EUR,CREDIT,BANK,2026-07-06 21:43:45
BNK-0000900,2026-07-06,M015-7f02df7c,436176,GBP,CREDIT,BANK,2026-07-06 08:12:00
BNK-0000901,2026-07-06,M005-d5d80a4b,441015,USD,CREDIT,BANK,2026-07-06 18:42:36
BNK-0000902,2026-07-06,M009-6de535be,35398,JPY,CREDIT,BANK,2026-07-06 15:37:08
BNK-0000903,2026-07-07,M004-620cc4f2,186463,GBP,CREDIT,BANK,2026-07-07 04:08:22
BNK-0000904,2026-07-06,M010-836465e7,93210,JPY,CREDIT,BANK,2026-07-06 08:38:56
BNK-0000905,2026-07-07,M011-224fa5fa,429382,USD,CREDIT,BANK,2026-07-07 18:19:41
BNK-0000906,2026-07-06,M015-c463f468,289648,GBP,CREDIT,BANK,2026-07-06 01:22:09
BNK-0000907,2026-07-06,M019-03f8c451,487056,GBP,CREDIT,BANK,2026-07-06 09:41:59
BNK-0000908,2026-07-06,M001-13102c16,475766,USD,CREDIT,BANK,2026-07-06 05:52:30
BNK-0000909,2026-07-06,M008-4266ee83,396342,GBP,CREDIT,BANK,2026-07-06 17:49:40
BNK-0000910,2026-07-06,M007-d0d3ce17,226113,JPY,CREDIT,BANK,2026-07-06 11:06:26
BNK-0000911,2026-07-06,M009-4056e69f,6732,JPY,CREDIT,BANK,2026-07-06 17:07:48
BNK-0000912,2026-07-06,M019-5c495a31,487120,GBP,CREDIT,BANK,2026-07-06 04:49:57
BNK-0000913,2026-07-06,M018-a8b1b917,399510,EUR,CREDIT,BANK,2026-07-06 07:46:32
BNK-0000914,2026-07-06,M006-6aa487d2,401516,JPY,CREDIT,BANK,2026-07-06 13:35:45
BNK-0000915,2026-07-06,M009-781ec600,289536,GBP,CREDIT,BANK,2026-07-06 10:46:47
BNK-0000916,2026-07-06,M003-91548588,31329,JPY,CREDIT,BANK,2026-07-06 22:35:21
BNK-0000917,2026-07-06,M006-4582781a,317229,JPY,CREDIT,BANK,2026-07-06 07:05:15
BNK-0000918,2026-07-06,M017-9e0dcd6f,379766,USD,CREDIT,BANK,2026-07-06 03:20:43
BNK-0000919,2026-07-06,M002-5a106df0,497502,USD,CREDIT,BANK,2026-07-06 09:52:20
BNK-0000920,2026-07-06,M003-e156bf4a,305722,EUR,CREDIT,BANK,2026-07-06 17:58:14
BNK-0000921,2026-07-06,M003-58049d34,393295,GBP,CREDIT,BANK,2026-07-06 06:57:45
BNK-0000922,2026-07-06,M007-0b8a6ee9,122789,USD,CREDIT,BANK,2026-07-06 23:52:34
BNK-0000923,2026-07-06,M008-3433295a,420933,JPY,CREDIT,BANK,2026-07-06 20:21:38
BNK-0000924,2026-07-06,M003-9d988606,294484,USD,CREDIT,BANK,2026-07-06 10:34:26
BNK-0000925,2026-07-06,M009-0f0b2101,426988,EUR,CREDIT,BANK,2026-07-06 22:03:56
BNK-0000926,2026-07-06,M012-2a149371,41590,GBP,CREDIT,BANK,2026-07-06 20:06:54
BNK-0000927,2026-07-06,M020-fae83d54,139947,GBP,CREDIT,BANK,2026-07-06 05:45:44
BNK-0000928,2026-07-06,M018-89fea7be,23696,GBP,CREDIT,BANK,2026-07-06 21:44:40
BNK-0000929,2026-07-06,M006-c9ce573d,376585,EUR,CREDIT,BANK,2026-07-06 12:21:38
BNK-0000930,2026-07-06,M005-d69f1986,252516,USD,CREDIT,BANK,2026-07-06 13:56:24
BNK-0000931,2026-07-06,M012-33520570,328029,EUR,CREDIT,BANK,2026-07-06 11:10:03
BNK-0000932,2026-07-06,M019-40885c87,236211,EUR,CREDIT,BANK,2026-07-06 08:39:58
BNK-0000933,2026-07-06,M009-3ca3304f,130747,GBP,CREDIT,BANK,2026-07-06 01:27:31
BNK-0000934,2026-07-06,M012-6884a898,128654,GBP,CREDIT,BANK,2026-07-06 21:51:06
BNK-0000935,2026-07-06,M008-ceb53036,69114,JPY,CREDIT,BANK,2026-07-06 23:57:22
BNK-0000936,2026-07-06,M018-5cce0308,226186,JPY,CREDIT,BANK,2026-07-06 09:14:15
BNK-0000937,2026-07-06,M001-cd240dc8,398104,JPY,CREDIT,BANK,2026-07-06 09:47:36
BNK-0000938,2026-07-06,M019-71b9fa2d,372690,USD,CREDIT,BANK,2026-07-06 20:55:55
BNK-0000939,2026-07-06,M007-589ddce1,87419,EUR,CREDIT,BANK,2026-07-06 23:45:42
BNK-0000940,2026-07-06,M011-feff01ba,28581,USD,CREDIT,BANK,2026-07-06 00:02:38
BNK-0000941,2026-07-06,M015-512fadb8,245604,GBP,CREDIT,BANK,2026-07-06 22:19:12
BNK-0000942,2026-07-06,M003-401c3e04,45336,JPY,CREDIT,BANK,2026-07-06 18:36:03
BNK-0000943,2026-07-06,M018-0ac13496,342553,GBP,CREDIT,BANK,2026-07-06 18:48:47
BNK-0000944,2026-07-06,M012-66567467,130924,EUR,CREDIT,BANK,2026-07-06 07:22:21
BNK-0000945,2026-07-06,M014-47f8dd65,124867,USD,CREDIT,BANK,2026-07-06 14:20:13
BNK-0000946,2026-07-06,M011-6819f69c,249164,USD,CREDIT,BANK,2026-07-06 00:54:29
BNK-0000947,2026-07-07,M019-b5546dac,275192,GBP,CREDIT,BANK,2026-07-07 09:15:52
BNK-0000948,2026-07-06,M007-f8ea6815,267806,USD,CREDIT,BANK,2026-07-06 16:32:11
BNK-0000949,2026-07-06,M012-658f71e7,136491,GBP,CREDIT,BANK,2026-07-06 22:23:19
BNK-0000950,2026-07-06,M006-e8d2d871,17985,EUR,CREDIT,BANK,2026-07-06 19:47:02
BNK-0000951,2026-07-06,M007-c8587bfe,417462,EUR,CREDIT,BANK,2026-07-06 21:45:07
BNK-0000952,2026-07-06,M016-5e667bb9,396250,GBP,CREDIT,BANK,2026-07-06 00:16:51
BNK-0000953,2026-07-06,M013-c8b7cec8,230528,JPY,CREDIT,BANK,2026-07-06 16:35:23
BNK-0000954,2026-07-06,M009-48b72cc2,136757,USD,CREDIT,BANK,2026-07-06 13:16:17
BNK-0000955,2026-07-06,M009-cc7980e4,159010,GBP,CREDIT,BANK,2026-07-06 06:51:04
BNK-0000956,2026-07-06,M010-0cf4c481,76272,USD,CREDIT,BANK,2026-07-06 14:36:43
BNK-0000957,2026-07-06,M017-ca93a089,350406,EUR,CREDIT,BANK,2026-07-06 07:20:08
BNK-0000958,2026-07-06,M008-05d89cec,368079,USD,CREDIT,BANK,2026-07-06 22:23:32
BNK-0000959,2026-07-06,M018-87363a69,409964,EUR,CREDIT,BANK,2026-07-06 16:32:01
BNK-0000960,2026-07-06,M010-b62092aa,52156,EUR,CREDIT,BANK,2026-07-06 10:56:11
BNK-0000961,2026-07-06,M015-5a912e03,311401,JPY,CREDIT,BANK,2026-07-06 01:53:09
BNK-0000962,2026-07-06,M007-62719656,91769,EUR,CREDIT,BANK,2026-07-06 05:40:56
BNK-0000963,2026-07-06,M005-5f5d4a25,36322,JPY,CREDIT,BANK,2026-07-06 17:40:03
BNK-0000964,2026-07-06,M018-09b2e45a,444354,GBP,CREDIT,BANK,2026-07-06 03:44:13
BNK-0000965,2026-07-07,M020-23b61b56,399517,EUR,CREDIT,BANK,2026-07-07 01:40:04
BNK-0000966,2026-07-06,M011-d66953fa,338247,USD,CREDIT,BANK,2026-07-06 17:21:54
BNK-0000967,2026-07-06,M011-4334337b,93149,EUR,CREDIT,BANK,2026-07-06 10:53:11
BNK-0000968,2026-07-06,M016-48dc870c,491841,EUR,CREDIT,BANK,2026-07-06 06:05:13
BNK-0000969,2026-07-06,M010-d67cc5fd,231405,USD,CREDIT,BANK,2026-07-06 18:30:40
BNK-0000970,2026-07-06,M014-c9eb74ff,225818,USD,CREDIT,BANK,2026-07-06 05:08:44
BNK-0000971,2026-07-06,M018-0645ff91,332402,JPY,CREDIT,BANK,2026-07-06 07:12:25
BNK-0000972,2026-07-06,M011-4476820f,182506,USD,CREDIT,BANK,2026-07-06 06:02:25
BNK-0000973,2026-07-06,M013-e8f16b5f,347613,EUR,CREDIT,BANK,2026-07-06 21:07:14
BNK-0000974,2026-07-06,M019-398fe37c,236484,EUR,CREDIT,BANK,2026-07-06 12:51:39
BNK-0000975,2026-07-06,M019-56e17ae7,271082,GBP,CREDIT,BANK,2026-07-06 16:24:10
BNK-0000976,2026-07-06,M020-dabf59c3,471283,JPY,CREDIT,BANK,2026-07-06 21:49:25
BNK-0000977,2026-07-06,M001-303d448d,241366,GBP,CREDIT,BANK,2026-07-06 05:09:38
BNK-0000978,2026-07-06,M009-a1267fca,211819,EUR,CREDIT,BANK,2026-07-06 04:18:23
BNK-0000979,2026-07-06,M007-a4abcce7,133297,GBP,CREDIT,BANK,2026-07-06 15:14:51
BNK-0000980,2026-07-06,M010-ca91e6ec,248266,EUR,CREDIT,BANK,2026-07-06 05:43:35
BNK-0000981,2026-07-06,M008-ad92820e,314840,EUR,CREDIT,BANK,2026-07-06 01:15:29
BNK-0000982,2026-07-06,M006-d854e2ec,84249,GBP,CREDIT,BANK,2026-07-06 19:38:15
BNK-0000983,2026-07-06,M001-64a66fb1,60014,JPY,CREDIT,BANK,2026-07-06 00:03:17
BNK-0000984,2026-07-06,M021-337fb21e,19700,USD,CREDIT,BANK,2026-07-06 09:54:27
BNK-0000985,2026-07-06,M021-ad7b5ccd,19700,USD,CREDIT,BANK,2026-07-06 05:45:43
BNK-0000986,2026-07-06,M022-ff80168e,29700,USD,CREDIT,BANK,2026-07-06 23:32:36
BNK-0000987,2026-07-06,M022-832deac3,29700,USD,CREDIT,BANK,2026-07-06 08:18:12
BNK-0000988,2026-07-06,M021-4bc436a4,39700,EUR,CREDIT,BANK,2026-07-06 04:13:50
BNK-0000989,2026-07-06,M021-189c0be4,39700,EUR,CREDIT,BANK,2026-07-06 17:59:14
BNK-0000990,2026-07-06,M022-7793d77e,49700,EUR,CREDIT,BANK,2026-07-06 18:37:59
BNK-0000991,2026-07-06,M022-96ba9319,49700,EUR,CREDIT,BANK,2026-07-06 06:40:14
BNK-0000992,2026-07-06,M023-3f49a3e2,971,USD,CREDIT,BANK,2026-07-06 00:36:38
BNK-0000993,2026-07-06,M023-80710f37,1117,USD,CREDIT,BANK,2026-07-06 07:02:18
BNK-0000994,2026-07-06,M023-27d0ccbf,1263,USD,CREDIT,BANK,2026-07-06 03:30:53
BNK-0000995,2026-07-06,M023-e52d76e5,1408,USD,CREDIT,BANK,2026-07-06 02:37:44
BNK-0000996,2026-07-06,M023-9a044216,1554,USD,CREDIT,BANK,2026-07-06 11:41:45
BNK-0000997,2026-07-06,M023-69b20104,1700,USD,CREDIT,BANK,2026-07-06 00:58:32
BNK-0000998,2026-07-06,M023-3bfea050,5560,USD,CREDIT,BANK,2026-07-06 08:49:01
BNK-0000999,2026-07-06,M023-c21d48f7,5826,USD,CREDIT,BANK,2026-07-06 10:57:59
